Word,Sentence_1,Sense_id_s1,Gender_s1,Sentence_2,Sense_id_s2,Gender_s2,context_cue1,context_cue2,Same_sense,Same_gender,counts,Tag
caja,Ella vio la caja fuerte,2,female,Ella vio la caja percusiva,3,female,adjective,adjective,False,True,15,Ella vio la caja fuerte__Ella vio la caja percusiva
caja,Ella vio la caja sellada,2,female,Ella vio la caja acústica,3,female,adjective,adjective,False,True,15,Ella vio la caja acústica__Ella vio la caja sellada
caja,Ella vio la caja sellada,2,female,Ella vio la caja percusiva,3,female,adjective,adjective,False,True,15,Ella vio la caja percusiva__Ella vio la caja sellada
caja,Ella vio la caja acústica,3,female,Ella vio la caja percusiva,3,female,adjective,adjective,True,True,15,Ella vio la caja acústica__Ella vio la caja percusiva
calle,Condujo en la calle principal,1,female,Condujo en la calle marginal,1,female,adjective,adjective,True,True,6,Condujo en la calle marginal__Condujo en la calle principal
calle,Condujo en la calle principal,1,female,Condujo en la calle asfaltada,2,female,adjective,adjective,False,True,6,Condujo en la calle asfaltada__Condujo en la calle principal
calle,Condujo en la calle principal,1,female,Condujo en la calle resbalosa,2,female,adjective,adjective,False,True,6,Condujo en la calle principal__Condujo en la calle resbalosa
calle,Condujo en la calle marginal,1,female,Condujo en la calle asfaltada,2,female,adjective,adjective,False,True,6,Condujo en la calle asfaltada__Condujo en la calle marginal
calle,Condujo en la calle marginal,1,female,Condujo en la calle resbalosa,2,female,adjective,adjective,False,True,6,Condujo en la calle marginal__Condujo en la calle resbalosa
calle,Condujo en la calle asfaltada,2,female,Condujo en la calle resbalosa,2,female,adjective,adjective,True,True,6,Condujo en la calle asfaltada__Condujo en la calle resbalosa
campo,Era un campo competitivo,1,male,Era un campo biológico,1,male,adjective,adjective,True,True,6,Era un campo biológico__Era un campo competitivo
campo,Era un campo competitivo,1,male,Era un campo cultivado,2,male,adjective,adjective,False,True,6,Era un campo competitivo__Era un campo cultivado
campo,Era un campo competitivo,1,male,Era un campo abandonado,2,male,adjective,adjective,False,True,6,Era un campo abandonado__Era un campo competitivo
campo,Era un campo biológico,1,male,Era un campo cultivado,2,male,adjective,adjective,False,True,6,Era un campo biológico__Era un campo cultivado
campo,Era un campo biológico,1,male,Era un campo abandonado,2,male,adjective,adjective,False,True,6,Era un campo abandonado__Era un campo biológico
campo,Era un campo cultivado,2,male,Era un campo abandonado,2,male,adjective,adjective,True,True,6,Era un campo abandonado__Era un campo cultivado
canal,Estaba en el canal televisivo,1,male,Estaba en el canal de comedia,1,male,adjective,adjective,True,True,15,Estaba en el canal de comedia__Estaba en el canal televisivo
canal,Estaba en el canal televisivo,1,male,Estaba en el canal navegable,2,male,adjective,adjective,False,True,15,Estaba en el canal navegable__Estaba en el canal televisivo
canal,Estaba en el canal televisivo,1,male,Estaba en el canal marítimo,2,male,adjective,adjective,False,True,15,Estaba en el canal marítimo__Estaba en el canal televisivo
canal,Estaba en el canal televisivo,1,male,Estaba en el canal cervical,3,male,adjective,adjective,False,True,15,Estaba en el canal cervical__Estaba en el canal televisivo
canal,Estaba en el canal televisivo,1,male,Estaba en el canal uterino,3,male,adjective,adjective,False,True,15,Estaba en el canal televisivo__Estaba en el canal uterino
canal,Estaba en el canal de comedia,1,male,Estaba en el canal navegable,2,male,adjective,adjective,False,True,15,Estaba en el canal de comedia__Estaba en el canal navegable
canal,Estaba en el canal de comedia,1,male,Estaba en el canal marítimo,2,male,adjective,adjective,False,True,15,Estaba en el canal de comedia__Estaba en el canal marítimo
canal,Estaba en el canal de comedia,1,male,Estaba en el canal cervical,3,male,adjective,adjective,False,True,15,Estaba en el canal cervical__Estaba en el canal de comedia
canal,Estaba en el canal de comedia,1,male,Estaba en el canal uterino,3,male,adjective,adjective,False,True,15,Estaba en el canal de comedia__Estaba en el canal uterino
canal,Estaba en el canal navegable,2,male,Estaba en el canal marítimo,2,male,adjective,adjective,True,True,15,Estaba en el canal marítimo__Estaba en el canal navegable
canal,Estaba en el canal navegable,2,male,Estaba en el canal cervical,3,male,adjective,adjective,False,True,15,Estaba en el canal cervical__Estaba en el canal navegable
canal,Estaba en el canal navegable,2,male,Estaba en el canal uterino,3,male,adjective,adjective,False,True,15,Estaba en el canal navegable__Estaba en el canal uterino
canal,Estaba en el canal marítimo,2,male,Estaba en el canal cervical,3,male,adjective,adjective,False,True,15,Estaba en el canal cervical__Estaba en el canal marítimo
canal,Estaba en el canal marítimo,2,male,Estaba en el canal uterino,3,male,adjective,adjective,False,True,15,Estaba en el canal marítimo__Estaba en el canal uterino
canal,Estaba en el canal cervical,3,male,Estaba en el canal uterino,3,male,adjective,adjective,True,True,15,Estaba en el canal cervical__Estaba en el canal uterino
capa,Se trataba de la capa de superhéroe,1,female,Se trataba de la capa de tela,1,female,adjective,adjective,True,True,6,Se trataba de la capa de superhéroe__Se trataba de la capa de tela
capa,Se trataba de la capa de superhéroe,1,female,Se trataba de la capa atmosférica,2,female,adjective,adjective,False,True,6,Se trataba de la capa atmosférica__Se trataba de la capa de superhéroe
capa,Se trataba de la capa de superhéroe,1,female,Se trataba de la capa de ozono,2,female,adjective,adjective,False,True,6,Se trataba de la capa de ozono__Se trataba de la capa de superhéroe
capa,Se trataba de la capa de tela,1,female,Se trataba de la capa atmosférica,2,female,adjective,adjective,False,True,6,Se trataba de la capa atmosférica__Se trataba de la capa de tela
capa,Se trataba de la capa de tela,1,female,Se trataba de la capa de ozono,2,female,adjective,adjective,False,True,6,Se trataba de la capa de ozono__Se trataba de la capa de tela
capa,Se trataba de la capa atmosférica,2,female,Se trataba de la capa de ozono,2,female,adjective,adjective,True,True,6,Se trataba de la capa atmosférica__Se trataba de la capa de ozono
capital,Le gustó la capital holandesa,1,female,Le gustó la capital antigua,1,female,adjective,adjective,True,True,6,Le gustó la capital antigua__Le gustó la capital holandesa
capital,Le gustó la capital holandesa,1,female,Le gustó el capital financiero,2,male,adjective,adjective,False,False,6,Le gustó el capital financiero__Le gustó la capital holandesa
capital,Le gustó la capital holandesa,1,female,Le gustó el capital económico,2,male,adjective,adjective,False,False,6,Le gustó el capital económico__Le gustó la capital holandesa
capital,Le gustó la capital antigua,1,female,Le gustó el capital financiero,2,male,adjective,adjective,False,False,6,Le gustó el capital financiero__Le gustó la capital antigua
capital,Le gustó la capital antigua,1,female,Le gustó el capital económico,2,male,adjective,adjective,False,False,6,Le gustó el capital económico__Le gustó la capital antigua
capital,Le gustó el capital financiero,2,male,Le gustó el capital económico,2,male,adjective,adjective,True,True,6,Le gustó el capital económico__Le gustó el capital financiero
carrera,Fue una carrera profesional,1,female,Fue una carrera universitaria,1,female,adjective,adjective,True,True,15,Fue una carrera profesional__Fue una carrera universitaria
carrera,Fue una carrera profesional,1,female,Fue una carrera académica,1,female,adjective,adjective,True,True,15,Fue una carrera académica__Fue una carrera profesional
carrera,Fue una carrera profesional,1,female,Fue una carrera benéfica,2,female,adjective,adjective,False,True,15,Fue una carrera benéfica__Fue una carrera profesional
carrera,Fue una carrera profesional,1,female,Fue una carrera reñida,2,female,adjective,adjective,False,True,15,Fue una carrera profesional__Fue una carrera reñida
carrera,Fue una carrera profesional,1,female,Fue una carrera olímpica,2,female,adjective,adjective,False,True,15,Fue una carrera olímpica__Fue una carrera profesional
carrera,Fue una carrera universitaria,1,female,Fue una carrera académica,1,female,adjective,adjective,True,True,15,Fue una carrera académica__Fue una carrera universitaria
carrera,Fue una carrera universitaria,1,female,Fue una carrera benéfica,2,female,adjective,adjective,False,True,15,Fue una carrera benéfica__Fue una carrera universitaria
carrera,Fue una carrera universitaria,1,female,Fue una carrera reñida,2,female,adjective,adjective,False,True,15,Fue una carrera reñida__Fue una carrera universitaria
carrera,Fue una carrera universitaria,1,female,Fue una carrera olímpica,2,female,adjective,adjective,False,True,15,Fue una carrera olímpica__Fue una carrera universitaria
carrera,Fue una carrera académica,1,female,Fue una carrera benéfica,2,female,adjective,adjective,False,True,15,Fue una carrera académica__Fue una carrera benéfica
carrera,Fue una carrera académica,1,female,Fue una carrera reñida,2,female,adjective,adjective,False,True,15,Fue una carrera académica__Fue una carrera reñida
carrera,Fue una carrera académica,1,female,Fue una carrera olímpica,2,female,adjective,adjective,False,True,15,Fue una carrera académica__Fue una carrera olímpica
carrera,Fue una carrera benéfica,2,female,Fue una carrera reñida,2,female,adjective,adjective,True,True,15,Fue una carrera benéfica__Fue una carrera reñida
carrera,Fue una carrera benéfica,2,female,Fue una carrera olímpica,2,female,adjective,adjective,True,True,15,Fue una carrera benéfica__Fue una carrera olímpica
carrera,Fue una carrera reñida,2,female,Fue una carrera olímpica,2,female,adjective,adjective,True,True,15,Fue una carrera olímpica__Fue una carrera reñida
cartel,Era un cartel publicitario,1,male,Era un cartel informativo,1,male,adjective,adjective,True,True,6,Era un cartel informativo__Era un cartel publicitario
cartel,Era un cartel publicitario,1,male,Era un cartel peligroso,2,male,adjective,adjective,False,True,6,Era un cartel peligroso__Era un cartel publicitario
cartel,Era un cartel publicitario,1,male,Era un cartel dominante,2,male,adjective,adjective,False,True,6,Era un cartel dominante__Era un cartel publicitario
cartel,Era un cartel informativo,1,male,Era un cartel peligroso,2,male,adjective,adjective,False,True,6,Era un cartel informativo__Era un cartel peligroso
cartel,Era un cartel informativo,1,male,Era un cartel dominante,2,male,adjective,adjective,False,True,6,Era un cartel dominante__Era un cartel informativo
cartel,Era un cartel peligroso,2,male,Era un cartel dominante,2,male,adjective,adjective,True,True,6,Era un cartel dominante__Era un cartel peligroso
casco,Le gustó el casco protector,1,male,Le gustó el casco de la ciclista,1,male,adjective,adjective,True,True,6,Le gustó el casco de la ciclista__Le gustó el casco protector
casco,Le gustó el casco protector,1,male,Le gustó el casco urbano,2,male,adjective,adjective,False,True,6,Le gustó el casco protector__Le gustó el casco urbano
casco,Le gustó el casco protector,1,male,Le gustó el casco de la ciudad,2,male,adjective,adjective,False,True,6,Le gustó el casco de la ciudad__Le gustó el casco protector
casco,Le gustó el casco de la ciclista,1,male,Le gustó el casco urbano,2,male,adjective,adjective,False,True,6,Le gustó el casco de la ciclista__Le gustó el casco urbano
casco,Le gustó el casco de la ciclista,1,male,Le gustó el casco de la ciudad,2,male,adjective,adjective,False,True,6,Le gustó el casco de la ciclista__Le gustó el casco de la ciudad
casco,Le gustó el casco urbano,2,male,Le gustó el casco de la ciudad,2,male,adjective,adjective,True,True,6,Le gustó el casco de la ciudad__Le gustó el casco urbano
caudal,Era un caudal financiero,1,male,Era un caudal heredado,1,male,adjective,adjective,True,True,6,Era un caudal financiero__Era un caudal heredado
caudal,Era un caudal financiero,1,male,Era un caudal ambiental,2,male,adjective,adjective,False,True,6,Era un caudal ambiental__Era un caudal financiero
caudal,Era un caudal financiero,1,male,Era un caudal ecológico,2,male,adjective,adjective,False,True,6,Era un caudal ecológico__Era un caudal financiero
caudal,Era un caudal heredado,1,male,Era un caudal ambiental,2,male,adjective,adjective,False,True,6,Era un caudal ambiental__Era un caudal heredado
caudal,Era un caudal heredado,1,male,Era un caudal ecológico,2,male,adjective,adjective,False,True,6,Era un caudal ecológico__Era un caudal heredado
caudal,Era un caudal ambiental,2,male,Era un caudal ecológico,2,male,adjective,adjective,True,True,6,Era un caudal ambiental__Era un caudal ecológico
cima,Estaba en la cima de la montaña,1,female,Estaba en la cima de la loma,1,female,adjective,adjective,True,True,6,Estaba en la cima de la loma__Estaba en la cima de la montaña
cima,Estaba en la cima de la montaña,1,female,Estaba en la cima de su carrera,2,female,adjective,adjective,False,True,6,Estaba en la cima de la montaña__Estaba en la cima de su carrera
cima,Estaba en la cima de la montaña,1,female,Estaba en la cima de la fama,2,female,adjective,adjective,False,True,6,Estaba en la cima de la fama__Estaba en la cima de la montaña
cima,Estaba en la cima de la loma,1,female,Estaba en la cima de su carrera,2,female,adjective,adjective,False,True,6,Estaba en la cima de la loma__Estaba en la cima de su carrera
cima,Estaba en la cima de la loma,1,female,Estaba en la cima de la fama,2,female,adjective,adjective,False,True,6,Estaba en la cima de la fama__Estaba en la cima de la loma
cima,Estaba en la cima de su carrera,2,female,Estaba en la cima de la fama,2,female,adjective,adjective,True,True,6,Estaba en la cima de la fama__Estaba en la cima de su carrera
cinta,Usó la cinta adhesiva,1,female,Usó la cinta pegante,1,female,adjective,adjective,True,True,15,Usó la cinta adhesiva__Usó la cinta pegante
cinta,Usó la cinta adhesiva,1,female,Usó la cinta rosada,2,female,adjective,adjective,False,True,15,Usó la cinta adhesiva__Usó la cinta rosada
cinta,Usó la cinta adhesiva,1,female,Usó la cinta decorativa,2,female,adjective,adjective,False,True,15,Usó la cinta adhesiva__Usó la cinta decorativa
cinta,Usó la cinta adhesiva,1,female,Usó la cinta métrica,3,female,adjective,adjective,False,True,15,Usó la cinta adhesiva__Usó la cinta métrica
cinta,Usó la cinta adhesiva,1,female,Usó la cinta quirúrgica,4,female,adjective,adjective,False,True,15,Usó la cinta adhesiva__Usó la cinta quirúrgica
cinta,Usó la cinta pegante,1,female,Usó la cinta rosada,2,female,adjective,adjective,False,True,15,Usó la cinta pegante__Usó la cinta rosada
cinta,Usó la cinta pegante,1,female,Usó la cinta decorativa,2,female,adjective,adjective,False,True,15,Usó la cinta decorativa__Usó la cinta pegante
cinta,Usó la cinta pegante,1,female,Usó la cinta métrica,3,female,adjective,adjective,False,True,15,Usó la cinta métrica__Usó la cinta pegante
cinta,Usó la cinta pegante,1,female,Usó la cinta quirúrgica,4,female,adjective,adjective,False,True,15,Usó la cinta pegante__Usó la cinta quirúrgica
cinta,Usó la cinta rosada,2,female,Usó la cinta decorativa,2,female,adjective,adjective,True,True,15,Usó la cinta decorativa__Usó la cinta rosada
cinta,Usó la cinta rosada,2,female,Usó la cinta métrica,3,female,adjective,adjective,False,True,15,Usó la cinta métrica__Usó la cinta rosada
cinta,Usó la cinta rosada,2,female,Usó la cinta quirúrgica,4,female,adjective,adjective,False,True,15,Usó la cinta quirúrgica__Usó la cinta rosada
cinta,Usó la cinta decorativa,2,female,Usó la cinta métrica,3,female,adjective,adjective,False,True,15,Usó la cinta decorativa__Usó la cinta métrica
cinta,Usó la cinta decorativa,2,female,Usó la cinta quirúrgica,4,female,adjective,adjective,False,True,15,Usó la cinta decorativa__Usó la cinta quirúrgica
cinta,Usó la cinta métrica,3,female,Usó la cinta quirúrgica,4,female,adjective,adjective,False,True,15,Usó la cinta métrica__Usó la cinta quirúrgica
clase,Se trataba de una clase media,1,female,Se trataba de una clase social,1,female,adjective,adjective,True,True,6,Se trataba de una clase media__Se trataba de una clase social
clase,Se trataba de una clase media,1,female,Se trataba de una clase de geología,2,female,adjective,adjective,False,True,6,Se trataba de una clase de geología__Se trataba de una clase media
clase,Se trataba de una clase media,1,female,Se trataba de una clase aburrida,2,female,adjective,adjective,False,True,6,Se trataba de una clase aburrida__Se trataba de una clase media
clase,Se trataba de una clase social,1,female,Se trataba de una clase de geología,2,female,adjective,adjective,False,True,6,Se trataba de una clase de geología__Se trataba de una clase social
clase,Se trataba de una clase social,1,female,Se trataba de una clase aburrida,2,female,adjective,adjective,False,True,6,Se trataba de una clase aburrida__Se trataba de una clase social
clase,Se trataba de una clase de geología,2,female,Se trataba de una clase aburrida,2,female,adjective,adjective,True,True,6,Se trataba de una clase aburrida__Se trataba de una clase de geología
clave,Era la clave musical,1,female,Era la clave de sol,1,female,adjective,adjective,True,True,6,Era la clave de sol__Era la clave musical
clave,Era la clave musical,1,female,Era la clave esencial,2,female,adjective,adjective,False,True,6,Era la clave esencial__Era la clave musical
clave,Era la clave musical,1,female,Era la clave al caso,2,female,adjective,adjective,False,True,6,Era la clave al caso__Era la clave musical
clave,Era la clave de sol,1,female,Era la clave esencial,2,female,adjective,adjective,False,True,6,Era la clave de sol__Era la clave esencial
clave,Era la clave de sol,1,female,Era la clave al caso,2,female,adjective,adjective,False,True,6,Era la clave al caso__Era la clave de sol
clave,Era la clave esencial,2,female,Era la clave al caso,2,female,adjective,adjective,True,True,6,Era la clave al caso__Era la clave esencial
clima,El clima estaba tenso,1,male,El clima estaba amigable,1,male,adjective,adjective,True,True,6,El clima estaba amigable__El clima estaba tenso
clima,El clima estaba tenso,1,male,El clima estaba frío,2,male,adjective,adjective,False,True,6,El clima estaba frío__El clima estaba tenso
clima,El clima estaba tenso,1,male,El clima estaba lluvioso,2,male,adjective,adjective,False,True,6,El clima estaba lluvioso__El clima estaba tenso
clima,El clima estaba amigable,1,male,El clima estaba frío,2,male,adjective,adjective,False,True,6,El clima estaba amigable__El clima estaba frío
clima,El clima estaba amigable,1,male,El clima estaba lluvioso,2,male,adjective,adjective,False,True,6,El clima estaba amigable__El clima estaba lluvioso
clima,El clima estaba frío,2,male,El clima estaba lluvioso,2,male,adjective,adjective,True,True,6,El clima estaba frío__El clima estaba lluvioso
colonia,Era una colonia fragante,1,female,Era una colonia sutil,1,female,adjective,adjective,True,True,28,Era una colonia fragante__Era una colonia sutil
colonia,Era una colonia fragante,1,female,Era una colonia de hombre,1,female,adjective,adjective,True,True,28,Era una colonia de hombre__Era una colonia fragante
colonia,Era una colonia fragante,1,female,Era una colonia oprimida,2,female,adjective,adjective,False,True,28,Era una colonia fragante__Era una colonia oprimida
colonia,Era una colonia fragante,1,female,Era una colonia abandonada,2,female,adjective,adjective,False,True,28,Era una colonia abandonada__Era una colonia fragante
colonia,Era una colonia fragante,1,female,Era una colonia rebelde,2,female,adjective,adjective,False,True,28,Era una colonia fragante__Era una colonia rebelde
colonia,Era una colonia fragante,1,female,Era una colonia bacteriana,3,female,adjective,adjective,False,True,28,Era una colonia bacteriana__Era una colonia fragante
colonia,Era una colonia fragante,1,female,Era una colonia de hormigas,3,female,adjective,adjective,False,True,28,Era una colonia de hormigas__Era una colonia fragante
colonia,Era una colonia sutil,1,female,Era una colonia de hombre,1,female,adjective,adjective,True,True,28,Era una colonia de hombre__Era una colonia sutil
colonia,Era una colonia sutil,1,female,Era una colonia oprimida,2,female,adjective,adjective,False,True,28,Era una colonia oprimida__Era una colonia sutil
colonia,Era una colonia sutil,1,female,Era una colonia abandonada,2,female,adjective,adjective,False,True,28,Era una colonia abandonada__Era una colonia sutil
colonia,Era una colonia sutil,1,female,Era una colonia rebelde,2,female,adjective,adjective,False,True,28,Era una colonia rebelde__Era una colonia sutil
colonia,Era una colonia sutil,1,female,Era una colonia bacteriana,3,female,adjective,adjective,False,True,28,Era una colonia bacteriana__Era una colonia sutil
colonia,Era una colonia sutil,1,female,Era una colonia de hormigas,3,female,adjective,adjective,False,True,28,Era una colonia de hormigas__Era una colonia sutil
colonia,Era una colonia de hombre,1,female,Era una colonia oprimida,2,female,adjective,adjective,False,True,28,Era una colonia de hombre__Era una colonia oprimida
